Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
BIBB MEDICAL CENTER,010058,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BIBB MEDICAL CENTER,010058,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BIBB MEDICAL CENTER,010058,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BIBB MEDICAL CENTER,010058,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BIBB MEDICAL CENTER,010058,AL,READM-30-HF-HRRP,N/A,,0.9259,18.0839,19.5322,Too Few to Report,07/01/2015,06/30/2018
BIBB MEDICAL CENTER,010058,AL,READM-30-PN-HRRP,89,,1.0073,15.1992,15.0895,14,07/01/2015,06/30/2018
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,78,,1.0864,21.2747,19.5821,23,07/01/2015,06/30/2018
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,N/A,,0.9749,21.9944,22.5597,Too Few to Report,07/01/2015,06/30/2018
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,82,,0.9794,17.5608,17.9309,13,07/01/2015,06/30/2018
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,293,,1.0185,17.9620,17.6351,54,07/01/2015,06/30/2018
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,129,,0.9123,18.1783,19.9265,18,07/01/2015,06/30/2018
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,203,,1.0029,15.6702,15.6246,32,07/01/2015,06/30/2018
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.1299,5.0717,4.4886,Too Few to Report,07/01/2015,06/30/2018
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,150,,0.9441,13.7630,14.5777,17,07/01/2015,06/30/2018
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,98,,1.0536,18.4708,17.5317,22,07/01/2015,06/30/2018
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,103,,0.9080,18.1298,19.9675,13,07/01/2015,06/30/2018
RUSSELL MEDICAL CENTER,010065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.3109,5.6559,4.3144,Too Few to Report,07/01/2015,06/30/2018
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HF-HRRP,253,,1.0931,23.5196,21.5160,65,07/01/2015,06/30/2018
RUSSELL MEDICAL CENTER,010065,AL,READM-30-PN-HRRP,285,,0.9951,15.9015,15.9796,45,07/01/2015,06/30/2018
RUSSELL MEDICAL CENTER,010065,AL,READM-30-COPD-HRRP,178,,0.9873,20.2184,20.4785,35,07/01/2015,06/30/2018
RUSSELL MEDICAL CENTER,010065,AL,READM-30-AMI-HRRP,N/A,,0.9977,15.4796,15.5152,Too Few to Report,07/01/2015,06/30/2018
MEDICAL CENTER BARBOUR,010069,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MEDICAL CENTER BARBOUR,010069,AL,READM-30-PN-HRRP,112,,0.9965,14.4834,14.5336,16,07/01/2015,06/30/2018
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HF-HRRP,N/A,,0.9481,20.3340,21.4478,Too Few to Report,07/01/2015,06/30/2018
MEDICAL CENTER BARBOUR,010069,AL,READM-30-COPD-HRRP,86,,1.0661,18.8282,17.6603,21,07/01/2015,06/30/2018
MEDICAL CENTER BARBOUR,010069,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,N/A,,0.9810,12.5865,12.8297,Too Few to Report,07/01/2015,06/30/2018
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,N/A,,0.9474,18.4296,19.4528,Too Few to Report,07/01/2015,06/30/2018
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,N/A,,0.9895,15.8301,15.9984,Too Few to Report,07/01/2015,06/30/2018
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,459,,0.9695,15.6945,16.1886,70,07/01/2015,06/30/2018
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,76,,1.1009,13.9101,12.6356,13,07/01/2015,06/30/2018
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,400,,1.0178,16.4910,16.2033,67,07/01/2015,06/30/2018
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,343,,1.3082,5.2189,3.9894,23,07/01/2015,06/30/2018
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,520,,1.0591,19.5431,18.4517,106,07/01/2015,06/30/2018
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,558,,1.0726,22.5251,21.0006,130,07/01/2015,06/30/2018
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,272,,0.9694,17.7725,18.3336,46,07/01/2015,06/30/2018
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,228,,1.0497,4.4116,4.2029,11,07/01/2015,06/30/2018
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,221,,1.1395,23.5141,20.6362,60,07/01/2015,06/30/2018
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,288,,0.9194,14.7396,16.0313,37,07/01/2015,06/30/2018
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HF-HRRP,343,,1.1483,24.6060,21.4285,93,07/01/2015,06/30/2018
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-PN-HRRP,380,,0.9403,14.7377,15.6727,52,07/01/2015,06/30/2018
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-AMI-HRRP,122,,0.9327,12.2392,13.1229,11,07/01/2015,06/30/2018
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-COPD-HRRP,264,,0.9505,18.8904,19.8736,46,07/01/2015,06/30/2018
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HIP-KNEE-HRRP,220,,1.0585,4.5090,4.2600,11,07/01/2015,06/30/2018
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,598,,0.9745,16.0043,16.4228,94,07/01/2015,06/30/2018
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,604,,1.0019,18.5193,18.4842,112,07/01/2015,06/30/2018
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,415,,1.4870,6.3525,4.2721,34,07/01/2015,06/30/2018
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,N/A,,1.0115,17.2396,17.0437,Too Few to Report,07/01/2015,06/30/2018
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,614,,0.9856,21.4805,21.7945,131,07/01/2015,06/30/2018
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,75,,0.9551,18.2834,19.1426,11,07/01/2015,06/30/2018
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,150,,0.9438,15.4746,16.3960,19,07/01/2015,06/30/2018
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,168,,0.9490,13.9029,14.6504,20,07/01/2015,06/30/2018
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-COPD-HRRP,N/A,,1.0417,20.8723,20.0371,Too Few to Report,07/01/2015,06/30/2018
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-PN-HRRP,N/A,,1.0608,18.5978,17.5315,Too Few to Report,07/01/2015,06/30/2018
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-HF-HRRP,54,,1.0177,20.2774,19.9241,12,07/01/2015,06/30/2018
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,010087,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,317,,1.0497,19.9590,19.0134,67,07/01/2015,06/30/2018
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8258,3.9929,4.8353,Too Few to Report,07/01/2015,06/30/2018
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,192,,1.0142,21.4258,21.1249,42,07/01/2015,06/30/2018
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,298,,0.9620,15.6116,16.2276,44,07/01/2015,06/30/2018
PROVIDENCE HOSPITAL,010090,AL,READM-30-HIP-KNEE-HRRP,408,,0.9279,3.5294,3.8038,13,07/01/2015,06/30/2018
PROVIDENCE HOSPITAL,010090,AL,READM-30-AMI-HRRP,252,,1.1211,14.8615,13.2560,44,07/01/2015,06/30/2018
PROVIDENCE HOSPITAL,010090,AL,READM-30-PN-HRRP,536,,0.9926,14.8280,14.9381,79,07/01/2015,06/30/2018
PROVIDENCE HOSPITAL,010090,AL,READM-30-COPD-HRRP,447,,0.9893,18.5262,18.7260,82,07/01/2015,06/30/2018
PROVIDENCE HOSPITAL,010090,AL,READM-30-CABG-HRRP,136,,1.1202,14.0717,12.5623,22,07/01/2015,06/30/2018
PROVIDENCE HOSPITAL,010090,AL,READM-30-HF-HRRP,573,,0.8945,18.0802,20.2119,97,07/01/2015,06/30/2018
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,N/A,,1.0211,14.2092,13.9151,Too Few to Report,07/01/2015,06/30/2018
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,N/A,,0.9808,12.6963,12.9451,Too Few to Report,07/01/2015,06/30/2018
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,N/A,,1.0301,17.0062,16.5098,Too Few to Report,07/01/2015,06/30/2018
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,1305,,0.9681,16.4096,16.9503,212,07/01/2015,06/30/2018
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,158,,0.9696,11.8744,12.2462,18,07/01/2015,06/30/2018
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,1162,,1.1056,24.8436,22.4710,295,07/01/2015,06/30/2018
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,1122,,0.9601,19.3515,20.1557,214,07/01/2015,06/30/2018
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,738,,1.1571,4.7755,4.1272,38,07/01/2015,06/30/2018
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,493,,1.0991,16.9210,15.3954,89,07/01/2015,06/30/2018
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,N/A,,0.9551,18.0198,18.8676,Too Few to Report,07/01/2015,06/30/2018
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,N/A,,0.9905,15.1971,15.3430,Too Few to Report,07/01/2015,06/30/2018
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,N/A,,0.9688,14.1386,14.5946,Too Few to Report,07/01/2015,06/30/2018
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,N/A,,0.9486,13.4185,14.1459,Too Few to Report,07/01/2015,06/30/2018
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,N/A,,0.9883,18.0218,18.2348,Too Few to Report,07/01/2015,06/30/2018
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,N/A,,0.9875,15.0055,15.1959,Too Few to Report,07/01/2015,06/30/2018
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,163,,0.9811,13.0047,13.2558,20,07/01/2015,06/30/2018
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,96,,0.9911,18.2560,18.4208,17,07/01/2015,06/30/2018
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,213,,1.0614,14.3724,13.5406,34,07/01/2015,06/30/2018
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,228,,1.2930,15.9921,12.3687,43,07/01/2015,06/30/2018
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,164,,0.9614,18.2770,19.0099,27,07/01/2015,06/30/2018
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,326,,0.9893,21.0598,21.2886,68,07/01/2015,06/30/2018
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,569,,1.1224,4.5369,4.0421,28,07/01/2015,06/30/2018
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,394,,0.9912,16.3904,16.5352,64,07/01/2015,06/30/2018
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,95,,0.9836,17.0699,17.3537,15,07/01/2015,06/30/2018
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,89,,1.0542,15.2731,14.4872,17,07/01/2015,06/30/2018
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,98,,0.9606,19.8134,20.6254,17,07/01/2015,06/30/2018
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
J PAUL JONES HOSPITAL,010102,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
J PAUL JONES HOSPITAL,010102,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
J PAUL JONES HOSPITAL,010102,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
J PAUL JONES HOSPITAL,010102,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
J PAUL JONES HOSPITAL,010102,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,234,,1.0001,14.1005,14.0993,33,07/01/2015,06/30/2018
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,160,,1.0738,13.2675,12.3555,23,07/01/2015,06/30/2018
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,259,,0.9706,19.0265,19.6030,47,07/01/2015,06/30/2018
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,393,,1.0548,23.3289,22.1180,95,07/01/2015,06/30/2018
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0032,4.3032,4.2897,Too Few to Report,07/01/2015,06/30/2018
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,291,,0.9680,17.2418,17.8110,48,07/01/2015,06/30/2018
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,852,,1.4217,5.5533,3.9062,54,07/01/2015,06/30/2018
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,272,,0.9975,15.1276,15.1661,41,07/01/2015,06/30/2018
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,402,,1.0427,17.7141,16.9892,74,07/01/2015,06/30/2018
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,240,,1.1288,23.0537,20.4240,65,07/01/2015,06/30/2018
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,116,,1.1156,14.0150,12.5622,19,07/01/2015,06/30/2018
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,551,,0.9439,20.2355,21.4372,108,07/01/2015,06/30/2018
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,N/A,,0.9773,19.4867,19.9398,Too Few to Report,07/01/2015,06/30/2018
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,263,,0.9915,18.8802,19.0423,49,07/01/2015,06/30/2018
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,224,,0.9879,21.7622,22.0282,48,07/01/2015,06/30/2018
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,268,,0.9652,15.0364,15.5780,38,07/01/2015,06/30/2018
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-COPD-HRRP,N/A,,1.0121,15.8944,15.7050,Too Few to Report,07/01/2015,06/30/2018
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-PN-HRRP,N/A,,0.9431,13.8791,14.7162,Too Few to Report,07/01/2015,06/30/2018
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-HF-HRRP,N/A,,0.9564,17.3698,18.1622,Too Few to Report,07/01/2015,06/30/2018
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,N/A,,0.9425,15.8922,16.8624,Too Few to Report,07/01/2015,06/30/2018
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,010112,AL,READM-30-HF-HRRP,58,,1.1167,21.3381,19.1081,19,07/01/2015,06/30/2018
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,010112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,010112,AL,READM-30-COPD-HRRP,N/A,,0.9647,16.6440,17.2534,Too Few to Report,07/01/2015,06/30/2018
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,010112,AL,READM-30-PN-HRRP,N/A,,0.9273,13.2254,14.2626,Too Few to Report,07/01/2015,06/30/2018
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,010112,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,010112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-CABG-HRRP,96,,0.9948,11.5908,11.6513,11,07/01/2015,06/30/2018
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-COPD-HRRP,493,,1.0715,21.2248,19.8087,110,07/01/2015,06/30/2018
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-AMI-HRRP,223,,0.9498,13.4167,14.1257,27,07/01/2015,06/30/2018
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-PN-HRRP,712,,0.9893,16.2512,16.4264,115,07/01/2015,06/30/2018
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HF-HRRP,759,,1.1118,22.7323,20.4465,179,07/01/2015,06/30/2018
